sample,customer_id,bsp_purchased,bsp_size,bsp_price,bsp_value,bsp_cost,bsp_surplus,bsp_profit,bsp_bundle,bsp_items,bsp_bundle_in_fcp_menu,fcp_purchased,fcp_bundle_idx,fcp_size,fcp_price,fcp_value,fcp_cost,fcp_surplus,fcp_profit,fcp_bundle,fcp_items,same_purchase_decision,same_bundle,same_size,bsp_purchase_fcp_no_purchase,profit_gap_bsp_minus_fcp,surplus_gap_bsp_minus_fcp,fcp_size_support
oos,1148,1,9,53.56580450400532,54.83742276453552,50.199999999999996,1.2716182605301967,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,24,9,54.574495514278,54.83742276453552,50.199999999999996,0.26292725025751906,4.374495514278003,0111111111,"1,2,3,4,5,6,7,8,9",1,1,1,0,-1.0086910102726776,1.0086910102726776,"0,1,2,3,4,5,6,7,8,9,10"
oos,1149,1,10,54.48899733449856,54.88972025229296,51.0,0.40072291779439695,3.4889973344985634,1111111111,"9,8,6,7,4,5,2,3,1,0",1,1,14,2,5.8087897404329,6.376109036824696,4.466666666666667,0.5673192963917959,1.342123073766233,0110000000,"1,2",1,0,0,0,2.1468742607323303,-0.16659637859739895,"0,1,2,3,4,5,6,7,8,9,10"
oos,1150,1,10,54.48899733449856,55.66907417187406,51.0,1.1800768373754948,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,32,9,51.12435294800897,51.974498391999596,47.33333333333333,0.8501454439906269,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,0,0,-0.3020222801770771,0.329931393384868,"0,1,2,3,4,5,6,7,8,9,10"
oos,1151,1,6,45.037073206030065,45.68105577028075,42.06666666666666,0.6439825642506847,2.9704065393634025,0000111111,"9,8,7,6,5,4",0,1,4,6,37.46736405065777,37.532652354595896,34.422222222222224,0.06528830393812513,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,1,0,-0.07473528907214444,0.5786942603125595,"0,1,2,3,4,5,6,7,8,9,10"
oos,1152,1,10,54.48899733449856,55.993512545975065,51.0,1.5045152114765017,3.4889973344985634,1111111111,"9,7,8,6,5,4,3,2,1,0",1,1,31,8,46.54431098486108,47.370896976897214,42.71111111111111,0.8265859920361365,3.833199873749969,1110011111,"0,1,2,5,6,7,8,9",1,0,0,0,-0.3442025392514054,0.6779292194403652,"0,1,2,3,4,5,6,7,8,9,10"
oos,1153,1,8,52.207780688943295,52.283150911826915,48.44444444444444,0.07537022288362039,3.763336244498852,0011111111,"9,8,7,6,5,3,4,2",0,1,3,6,43.36190215449638,43.48446359870246,40.15555555555555,0.1225614442060845,3.2063465989408257,0010011111,"2,5,6,7,8,9",1,0,0,0,0.5569896455580263,-0.047191221322464116,"0,1,2,3,4,5,6,7,8,9,10"
oos,1154,1,7,48.83689621998285,50.75066237441098,45.733333333333334,1.9137661544281315,3.103562886649513,0001111111,"9,8,7,6,5,3,4",0,1,36,10,55.22876648022058,55.75180043737154,51.0,0.5230339571509646,4.228766480220578,1111111111,"0,1,2,3,4,5,6,7,8,9",1,0,0,0,-1.1252035935710651,1.390732197277167,"0,1,2,3,4,5,6,7,8,9,10"
oos,1155,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
oos,1156,1,10,54.48899733449856,55.13211465596508,51.0,0.6431173214665193,3.4889973344985634,1111111111,"9,8,6,7,5,4,3,1,2,0",1,1,9,5,34.39664238029779,35.155974350084605,30.755555555555553,0.7593319697868139,3.6410868247422385,0100101011,"1,4,6,8,9",1,0,0,0,-0.15208949024367513,-0.1162146483202946,"0,1,2,3,4,5,6,7,8,9,10"
oos,1157,1,10,54.48899733449856,55.98528672390191,51.0,1.4962893894033442,3.4889973344985634,1111111111,"9,8,7,6,5,4,1,2,3,0",1,1,32,9,51.12435294800897,52.84477885952448,47.33333333333333,1.7204259115155125,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,0,0,-0.3020222801770771,-0.22413652211216828,"0,1,2,3,4,5,6,7,8,9,10"
oos,1158,1,9,53.56580450400532,56.5349433135052,50.199999999999996,2.9691388094998814,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,19,8,50.47990975988662,52.666088220378064,46.53333333333333,2.1861784604914476,3.9465764265532854,0110111111,"1,2,4,5,6,7,8,9",1,0,0,0,-0.5807719225479602,0.7829603490084338,"0,1,2,3,4,5,6,7,8,9,10"
oos,1159,1,10,54.48899733449856,55.036248925938196,51.0,0.5472515914396325,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,33,6,29.994061399924785,31.159129007266028,26.77777777777778,1.1650676073412427,3.2162836221470066,1111000011,"0,1,2,3,8,9",1,0,0,0,0.27271371235155684,-0.6178160159016102,"0,1,2,3,4,5,6,7,8,9,10"
oos,1160,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
oos,1161,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
oos,1162,1,10,54.48899733449856,57.52891247260409,51.0,3.0399151381055276,3.4889973344985634,1111111111,"9,7,8,6,5,4,3,1,2,0",1,1,36,10,55.22876648022058,57.52891247260409,51.0,2.300145992383513,4.228766480220578,1111111111,"0,1,2,3,4,5,6,7,8,9",1,1,1,0,-0.7397691457220148,0.7397691457220148,"0,1,2,3,4,5,6,7,8,9,10"
oos,1163,1,9,53.56580450400532,54.522493398255925,50.199999999999996,0.956688894250604,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,18,7,43.99606722531281,44.576355403083056,40.0,0.5802881777702495,3.9960672253128067,0110110111,"1,2,4,5,7,8,9",1,0,0,0,-0.6302627213074814,0.37640071648035445,"0,1,2,3,4,5,6,7,8,9,10"
oos,1164,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
oos,1165,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
oos,1166,1,7,48.83689621998285,51.24038067373919,45.733333333333334,2.4034844537563416,3.103562886649513,0001111111,"9,8,6,7,5,3,4",0,1,30,9,52.90824224912286,54.24970725940629,48.288888888888884,1.3414650102834358,4.619353360233973,1101111111,"0,1,3,4,5,6,7,8,9",1,0,0,0,-1.5157904735844596,1.0620194434729058,"0,1,2,3,4,5,6,7,8,9,10"
oos,1167,1,9,53.56580450400532,53.71331963476247,50.199999999999996,0.1475151307571494,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.3658045040053253,0.1475151307571494,"0,1,2,3,4,5,6,7,8,9,10"
oos,1168,1,10,54.48899733449856,55.053231808300566,51.0,0.5642344738020029,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,4,6,37.46736405065777,37.5239422227021,34.422222222222224,0.05657817204432547,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,0,0,0.4438555060630165,0.5076563017576774,"0,1,2,3,4,5,6,7,8,9,10"
oos,1169,1,7,48.83689621998285,50.87721892708343,45.733333333333334,2.040322707100586,3.103562886649513,0001111111,"9,8,7,6,5,4,3",0,1,30,9,52.90824224912286,53.960858443226186,48.288888888888884,1.0526161941033294,4.619353360233973,1101111111,"0,1,3,4,5,6,7,8,9",1,0,0,0,-1.5157904735844596,0.9877065129972564,"0,1,2,3,4,5,6,7,8,9,10"
oos,1170,1,7,48.83689621998285,50.89836480650651,45.733333333333334,2.0614685865236595,3.103562886649513,0001111111,"9,8,7,6,5,4,3",0,1,4,6,37.46736405065777,38.872692762723034,34.422222222222224,1.4053287120652627,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,0,0,0.05842105821396615,0.6561398744583968,"0,1,2,3,4,5,6,7,8,9,10"
oos,1171,1,9,53.56580450400532,55.730175322174986,50.199999999999996,2.1643708181696653,3.3658045040053253,0111111111,"9,8,7,6,5,4,2,3,1",1,1,32,9,51.12435294800897,52.40848701876534,47.33333333333333,1.284134070756373,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,1,0,-0.42521511067031525,0.8802367474132922,"0,1,2,3,4,5,6,7,8,9,10"
oos,1172,1,10,54.48899733449856,54.95858667387798,51.0,0.46958933937941794,3.4889973344985634,1111111111,"9,8,7,6,4,5,3,2,1,0",1,1,35,9,49.68625748001767,49.706861529439685,45.42222222222222,0.020604049422011883,4.264035257795456,1111101111,"0,1,2,3,4,6,7,8,9",1,0,0,0,-0.7750379232968925,0.44898528995740605,"0,1,2,3,4,5,6,7,8,9,10"
oos,1173,1,9,53.56580450400532,56.143365409275226,50.199999999999996,2.5775609052699053,3.3658045040053253,0111111111,"9,8,7,6,5,4,2,3,1",1,1,19,8,50.47990975988662,52.559506106785925,46.53333333333333,2.079596346899308,3.9465764265532854,0110111111,"1,2,4,5,6,7,8,9",1,0,0,0,-0.5807719225479602,0.4979645583705974,"0,1,2,3,4,5,6,7,8,9,10"
oos,1174,1,10,54.48899733449856,57.19443401107067,51.0,2.7054366765721056,3.4889973344985634,1111111111,"9,8,7,6,5,4,2,3,1,0",1,1,32,9,51.12435294800897,53.78492889128536,47.33333333333333,2.660575943276392,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,0,0,-0.3020222801770771,0.04486073329571383,"0,1,2,3,4,5,6,7,8,9,10"
oos,1175,1,7,48.83689621998285,49.59258866242705,45.733333333333334,0.7556924424442002,3.103562886649513,0001111111,"9,8,7,6,5,4,3",0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.103562886649513,0.7556924424442002,"0,1,2,3,4,5,6,7,8,9,10"
oos,1176,1,9,53.56580450400532,57.31926045822402,50.199999999999996,3.753455954218701,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,24,9,54.574495514278,57.31926045822402,50.199999999999996,2.7447649439460235,4.374495514278003,0111111111,"1,2,3,4,5,6,7,8,9",1,1,1,0,-1.0086910102726776,1.0086910102726776,"0,1,2,3,4,5,6,7,8,9,10"
oos,1177,1,9,53.56580450400532,53.938646140991025,50.199999999999996,0.3728416369857044,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,3,6,43.36190215449638,43.609982641679,40.15555555555555,0.24808048718261944,3.2063465989408257,0010011111,"2,5,6,7,8,9",1,0,0,0,0.15945790506449953,0.12476114980308495,"0,1,2,3,4,5,6,7,8,9,10"
oos,1178,1,9,53.56580450400532,53.86318343886053,50.199999999999996,0.2973789348552103,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.3658045040053253,0.2973789348552103,"0,1,2,3,4,5,6,7,8,9,10"
oos,1179,1,10,54.48899733449856,55.856974614068974,51.0,1.367977279570411,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,36,10,55.22876648022058,55.856974614068974,51.0,0.6282081338483962,4.228766480220578,1111111111,"0,1,2,3,4,5,6,7,8,9",1,1,1,0,-0.7397691457220148,0.7397691457220148,"0,1,2,3,4,5,6,7,8,9,10"
oos,1180,1,9,53.56580450400532,53.68618242223398,50.199999999999996,0.1203779182286624,3.3658045040053253,0111111111,"9,8,7,6,5,4,2,3,1",1,1,14,2,5.8087897404329,6.402714029645855,4.466666666666667,0.5939242892129553,1.342123073766233,0110000000,"1,2",1,0,0,0,2.023681430239092,-0.47354637098429286,"0,1,2,3,4,5,6,7,8,9,10"
oos,1181,1,3,27.322818578787235,28.320487503088273,25.333333333333336,0.9976689243010384,1.9894852454538992,0000000111,"9,8,7",0,1,25,5,31.304130794150158,32.078886914743215,27.888888888888893,0.7747561205930573,3.415241905261265,1100000111,"0,1,7,8,9",1,0,0,0,-1.4257566598073659,0.22291280370798106,"0,1,2,3,4,5,6,7,8,9,10"
oos,1182,1,9,53.56580450400532,56.04874672726302,50.199999999999996,2.4829422232577016,3.3658045040053253,0111111111,"9,8,7,6,4,5,3,2,1",1,1,19,8,50.47990975988662,52.20900268113037,46.53333333333333,1.7290929212437547,3.9465764265532854,0110111111,"1,2,4,5,6,7,8,9",1,0,0,0,-0.5807719225479602,0.753849302013947,"0,1,2,3,4,5,6,7,8,9,10"
oos,1183,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
