n,dist_family,rho,heterogeneity,cost_scenario,instances,status_counts,runtime_mean,drop_mean,drop_median,ratio_mean,ratio_median
5,logit,0.5,partial,hvlm,1,{'OPTIMAL': 1},23.739614009857178,0.21682676677827672,0.21682676677827672,0.7831732332217233,0.7831732332217233
5,logit,0.5,partial,zero,1,{'OPTIMAL': 1},2.2989790439605713,0.023821442053416075,0.023821442053416075,0.9761785579465839,0.9761785579465839
5,lognormal,-0.5,full,hvhm,1,{'OPTIMAL': 1},47.74730396270752,0.11876259093795716,0.11876259093795716,0.8812374090620428,0.8812374090620428
5,lognormal,-0.5,full,hvlm,1,{'OPTIMAL': 1},253.12877297401428,0.4026175665806455,0.4026175665806455,0.5973824334193545,0.5973824334193545
5,lognormal,-0.5,full,zero,1,{'OPTIMAL': 1},120.1338369846344,0.15211281726839654,0.15211281726839654,0.8478871827316035,0.8478871827316035
5,lognormal,-0.5,none,hvhm,1,{'TIME_LIMIT': 1},300.2277150154114,0.4159893876309384,0.4159893876309384,0.5840106123690616,0.5840106123690616
5,lognormal,-0.5,none,hvlm,1,{'OPTIMAL': 1},26.90056014060974,0.12039682634266047,0.12039682634266047,0.8796031736573395,0.8796031736573395
5,lognormal,-0.5,none,zero,1,{'OPTIMAL': 1},65.47292804718018,0.06804045353104538,0.06804045353104538,0.9319595464689546,0.9319595464689546
5,lognormal,-0.5,partial,hvhm,1,{'TIME_LIMIT': 1},300.21517992019653,0.2922860751059818,0.2922860751059818,0.7077139248940182,0.7077139248940182
5,lognormal,-0.5,partial,hvlm,1,{'OPTIMAL': 1},205.6742298603058,0.1769548363738963,0.1769548363738963,0.8230451636261037,0.8230451636261037
5,lognormal,-0.5,partial,zero,1,{'TIME_LIMIT': 1},300.25269389152527,0.06897528856587876,0.06897528856587876,0.9310247114341212,0.9310247114341212
5,lognormal,0.0,full,hvhm,1,{'OPTIMAL': 1},188.79097700119019,0.4779195879998932,0.4779195879998932,0.5220804120001068,0.5220804120001068
